image_idx,distance,matching_score,distance_norm,matching_score_norm
1,0.10432706599168234,0.054740444,0.002337190569420627,0.617738
2,0.0,0.061857775,0.0,0.7160366
3,0.2086541319833647,0.078651644,0.004674381138841254,0.94797945
4,0.37683131811011605,0.060763527,0.008441976150460563,0.7009237
5,0.2086541319833647,0.038089734,0.004674381138841254,0.3877723
6,0.545029123866714,0.042207606,0.012210033094024034,0.44464493
7,0.767012296353545,0.04829832,0.017183018506531055,0.5287648
8,0.908634195212781,0.04599167,0.020355707810988614,0.4969072
9,0.767012296353545,0.044718515,0.017183018506531055,0.47932345
10,1.0509719331872511,0.035063315,0.023544433725058874,0.34597394
11,1.279298357937809,0.035677362,0.02865952405760094,0.35445464
12,1.3881348691608222,0.039463405,0.031097737623957237,0.4067443
13,1.279298357937809,0.055700377,0.02865952405760094,0.63099575
14,1.4970036168847558,0.05203473,0.03353667336959871,0.5803689
15,1.6636317163290357,0.047069862,0.03726956491523752,0.5117983
16,1.4970036168847558,0.060466222,0.03353667336959871,0.69681764
17,1.8302602098313936,0.050276265,0.04100246528877555,0.5560825
18,1.9454961119386853,0.044564907,0.043584041422482914,0.47720194
19,1.8302602098313936,0.049687643,0.04100246528877555,0.5479529
20,2.060892196086903,0.034788202,0.04616920603969535,0.34217432
21,2.3700221218049067,0.03882943,0.05309449949299173,0.39798838
22,2.489309428243779,0.046173505,0.055766837347127764,0.49941862
23,2.3700221218049067,0.04155644,0.05309449949299173,0.43565157
24,2.6087231858960607,0.044063244,0.058442008028782355,0.4702734
25,2.743585554397688,0.035380773,0.06146326672934682,0.3503584
26,2.6087231858960607,0.031954333,0.058442008028782355,0.3030353
27,2.8784559383118435,0.043458138,0.0644847049954573,0.46191618
28,3.0112136151756967,0.050164435,0.06745881327153139,0.55453795
29,2.8784559383118435,0.056061175,0.0644847049954573,0.63597876
30,3.1439723115057046,0.046829134,0.07043294438622993,0.5084736
31,3.4431656388363585,0.048542734,0.0771356328633173,0.5321404
32,3.5707331071902564,0.06434247,0.07999346732044049,0.7503531
33,3.4431656388363585,0.051976025,0.0771356328633173,0.57955813
34,3.6983018569930772,0.04038018,0.08285133048526584,0.41940603
35,3.8138028563205766,0.04950891,0.08543884546827525,0.54548436
36,3.6983018569930772,0.043909363,0.08285133048526584,0.46814817
37,3.9293273571626623,0.043329883,0.08802688694474767,0.46014482
38,4.159449836054453,0.042814825,0.09318221343998784,0.45303127
39,4.260116967985668,0.050382875,0.0954374122147623,0.5575549
40,4.159449836054453,0.04208344,0.09318221343998784,0.44292998
41,4.360784631611984,0.048659265,0.09769262290085398,0.5337498
42,4.510611283982015,0.06284464,0.10104911946901221,0.72966635
43,4.360784631611984,0.057627857,0.09769262290085398,0.6576165
44,4.660437997909387,0.058142576,0.10440561741621084,0.6647253
45,4.7648003470452585,0.0340852,0.10674359841744391,0.33246502
46,4.660437997909387,0.034455694,0.10440561741621084,0.337582
47,4.869162720570567,0.028985288,0.10908157996506214,0.26202932
48,5.185167760287695,0.03438631,0.116160893388629,0.33662373
49,5.306429479274264,0.036616098,0.11887746308560236,0.3674197
50,5.185167760287695,0.03307071,0.116160893388629,0.31845376
51,5.427691387774706,0.04049644,0.12159403702816655,0.4210117
52,5.573919852623887,0.041573275,0.12486992508058825,0.43588403
53,5.427691387774706,0.02993922,0.12159403702816655,0.27520424
54,5.720180109997504,0.040261634,0.12814652536609714,0.41776878
55,5.831026990715661,0.0368384,0.13062977630200312,0.37048995
56,5.720180109997504,0.04451867,0.12814652536609714,0.47656333
57,5.9418760564432125,0.054033104,0.1331130761876548,0.60796875
58,6.12037500071738,0.054514736,0.13711190472983179,0.6146207
59,5.9418760564432125,0.037467193,0.1331130761876548,0.3791743
60,6.29887980590027,0.038453463,0.14111086457121158,0.39279583
61,6.467403826728263,0.043806925,0.14488622955877323,0.4667334
62,6.29887980590027,0.036280155,0.14111086457121158,0.36277992
63,6.635928398970997,0.041058026,0.14866160689942198,0.42876786
64,6.873075019659815,0.036488153,0.15397429196513698,0.36565262
65,6.994193385350379,0.042210057,0.15668765018512368,0.44467878
66,6.873075019659815,0.04328062,0.15397429196513698,0.45946446
67,7.1153451035150495,0.06052087,0.15940175558502198,0.6975723
68,7.277468530778671,0.052594934,0.16303373106215174,0.5881059
69,7.1153451035150495,0.036216624,0.15940175558502198,0.36190248
70,7.439592895119247,0.034359317,0.16666572753217918,0.3362509
71,7.761229085526087,0.049461246,0.17387119299655995,0.5448261
72,7.851763284515986,0.040586412,0.17589938840374328,0.42225432
73,7.942322226512543,0.0420444,0.1779281381169571,0.4423909
74,7.761229085526087,0.048838288,0.17387119299655995,0.53622234
75,7.8970397158341,0.041567173,0.17691369516381408,0.43579975
76,7.761229085526087,0.040207844,0.17387119299655995,0.41702586
77,8.032905074695066,0.05868247,0.17995742338929793,0.67218196
78,8.26195150640805,0.041291684,0.18508864370178818,0.43199497
79,8.38051998971456,0.053178173,0.18774487809676846,0.5961611
80,8.26195150640805,0.03930314,0.18508864370178818,0.40453082
81,8.499089185088627,0.041948225,0.19040112844386586,0.44106254
82,8.826481922408467,0.04064327,0.19773555514212784,0.42303962
83,8.951101206405083,0.035490718,0.20052734280102802,0.35187688
84,8.826481922408467,0.0429172,0.19773555514212784,0.45444524
85,9.075721435613085,0.036102522,0.20331915163505773,0.3603266
86,9.304827028446892,0.03458898,0.208451697306527,0.33942285
87,9.42290914242776,0.04142437,0.211097035796496,0.43382755
88,9.304827028446892,0.042923585,0.208451697306527,0.45453343
89,9.541002846915525,0.04312665,0.2137426339431817,0.457338
90,9.696219691194344,0.0415524,0.21721988446504156,0.4355957
91,9.541002846915525,0.03998058,0.2137426339431817,0.41388708
92,9.851436824242858,0.037841726,0.22069714145607414,0.38434702
93,10.083276115763582,0.043201186,0.2258909289033948,0.4583674
94,10.258762824978259,0.051838294,0.22982227574936,0.5776559
95,10.083276115763582,0.038216196,0.2258909289033948,0.3895189
96,10.43425395899866,0.044578504,0.23375372172218276,0.47738972
97,10.652944742385655,0.041077036,0.23865294927826147,0.42903042
98,10.764312908560536,0.051518768,0.24114787832896775,0.5732429
99,10.652944742385655,0.043832105,0.23865294927826147,0.4670811
100,10.875681076156981,0.043171756,0.2436428074115207,0.45796096
101,11.040660834617762,0.061308503,0.2473387719433956,0.7084505
102,10.875681076156981,0.05056669,0.2436428074115207,0.5600936
103,11.205667670778238,0.049832862,0.25103534308433945,0.5499585
